Claim_ID,Date_of_Claim,Claim_Amount,Claim_Status,Reason_for_Claim,Policy_ID
CLM22952507,2024-02-14,37939,Pending,Happen candidate modern.,POL82338857
CLM56474078,2022-03-11,54684,Approved,Cause win heavy especially be.,POL74809100
CLM35118098,2022-05-15,90957,Pending,Question side big bring election.,POL40774086
CLM65310894,2020-04-30,91581,Pending,Hot include order watch information.,POL23491107
CLM75696980,2023-07-28,13891,Pending,Detail main eat fact news under.,POL13079535
CLM01887360,2020-08-21,27659,Approved,True half respond face believe card.,POL35020187
CLM56205253,2024-04-06,8771,Denied,Whether impact yet not day responsibility get.,POL99383000
CLM97518472,2024-08-23,62156,Approved,Career pick goal.,POL98348493
CLM25409166,2021-08-06,85738,Denied,Energy anyone perhaps threat value government.,POL60275519
CLM62389068,2020-11-03,71721,Pending,Kind box eight type break official.,POL28002736
CLM95530500,2020-06-09,36268,Denied,Southern more rich assume sister north medical.,POL43518284
CLM55691378,2021-01-05,74899,Denied,Magazine level bed.,POL55243233
CLM29072800,2023-12-23,22196,Denied,Why professional in cut let occur evening.,POL65284354
CLM11736371,2020-06-11,89215,Approved,Physical first truth sport child collection family difficult.,POL52933183
CLM34830836,2020-07-15,28738,Denied,Interesting while both another staff list.,POL59138324
CLM43894806,2021-05-28,79454,Approved,Put form certain well.,POL95326340
CLM57910770,2021-09-27,56968,Denied,Level your but pattern maybe.,POL44866114
CLM44376675,2020-11-18,70996,Pending,At such size ball.,POL42310944
CLM56314709,2020-05-04,66170,Approved,Hundred produce affect clearly meet truth.,POL24247688
CLM46960088,2020-04-09,7190,Denied,Language rock certain though wrong.,POL55036826
CLM02063461,2020-06-03,5412,Denied,Them apply letter local newspaper represent.,POL85605519
CLM38375725,2023-04-19,4111,Denied,Lay maybe player.,POL03884605
CLM42483495,2020-01-17,79478,Pending,Option election product direction oil tonight.,POL35480649
CLM18793432,2020-05-06,70082,Approved,Goal safe fund tell their career.,POL98054081
CLM49700968,2022-08-20,6288,Pending,Prove participant care seven task else.,POL44670716
CLM55524942,2020-01-18,86350,Pending,Effort wrong term easy task one.,POL08154404
CLM74112871,2022-05-19,94166,Approved,Break little say federal think building.,POL59179996
CLM50499701,2024-07-16,74226,Denied,Matter big several dream nice.,POL36096008
CLM49791487,2022-08-23,70855,Pending,Professor single anyone.,POL63634442
CLM64696492,2020-01-21,45871,Approved,Painting education game.,POL53248656
CLM79565375,2023-10-25,61525,Approved,Information fight well surface impact she.,POL59802127
CLM44099151,2020-06-19,15628,Denied,Stay purpose vote source quality action ever.,POL28518330
CLM14886136,2022-07-05,98731,Pending,In who interest grow guy man send.,POL83865881
CLM12431195,2022-09-03,11295,Approved,Inside foot oil.,POL58013295
CLM99320975,2021-03-17,58137,Pending,Forget surface discover place discover.,POL83112617
CLM87689773,2022-08-21,70065,Denied,Determine hour act test.,POL20281612
CLM31631074,2021-05-28,78608,Denied,Small report with cup receive.,POL72689700
CLM06400500,2023-07-06,12773,Denied,Use where arm class.,POL53973271
CLM22715699,2023-12-28,22539,Pending,Page rich it.,POL28741464
CLM30762662,2021-01-04,32023,Approved,Middle save now among agree.,POL12796587
CLM24786053,2021-08-27,5638,Approved,Such skin tough enter you his.,POL65318927
CLM66775639,2023-10-05,15916,Approved,Near baby according central.,POL77104949
CLM76974092,2023-06-08,16301,Approved,Serve should soldier sing together should some discuss.,POL66737729
CLM38518485,2021-10-17,83924,Pending,Turn herself stuff meet become maybe.,POL69316836
CLM62464781,2020-07-12,47011,Pending,I nation good participant skin as decision center.,POL85421445
CLM22741894,2024-04-26,42779,Approved,Military cold card structure bar.,POL73362780
CLM69543349,2023-06-02,85547,Approved,Model according teach you sometimes such history.,POL83558215
CLM44163128,2021-03-18,91908,Pending,Today center pick economy through local.,POL82263236
CLM67121030,2023-10-23,82056,Pending,Tough decision there these clearly knowledge.,POL82697180
CLM68154297,2023-06-26,67437,Denied,Wonder others brother.,POL19672686
CLM22162125,2020-10-12,96561,Pending,Speech one model.,POL26217907
CLM59592448,2023-02-21,41844,Approved,For notice century series.,POL92681233
CLM61362639,2023-11-08,59019,Approved,Ball pick wrong option outside tough realize outside.,POL39150268
CLM18102936,2024-11-12,62413,Approved,Next charge field wife office.,POL38779532
CLM18442550,2022-06-05,53968,Approved,Seven everyone a mission sit discuss.,POL17867504
CLM38430309,2020-10-23,58206,Denied,Speak bad floor manager environment drug.,POL58793431
CLM77303898,2022-11-14,35557,Denied,Population exactly fall teacher shake them.,POL63634769
CLM66211741,2024-04-19,53488,Denied,Certain only any guess.,POL18911060
CLM20691510,2020-12-04,95923,Denied,Research water get future enjoy.,POL20348552
CLM89671118,2021-03-01,98800,Denied,Husband international us despite news.,POL22240017
CLM38622434,2024-01-06,63444,Denied,Measure white face hard high.,POL52707318
CLM84731360,2024-04-26,20817,Denied,Congress bank concern.,POL51084784
CLM06014681,2020-08-11,89654,Approved,Development each matter tend receive program hotel.,POL20036492
CLM11969219,2024-08-14,34917,Pending,Air official foreign report middle after.,POL83891543
CLM81926641,2020-07-19,34799,Pending,Public old send since blood.,POL39297512
CLM08306909,2022-05-26,80551,Approved,Democratic leave number staff event stop.,POL39610160
CLM84236773,2023-04-02,61030,Pending,Think military sit few activity new.,POL30499231
CLM78293047,2020-08-14,2127,Approved,Region prepare new character.,POL75516899
CLM06508554,2024-03-18,6847,Denied,Station member agree building during live family media.,POL84222350
CLM89041282,2021-01-08,29897,Denied,Fear society compare professor big into.,POL12256062
CLM84811763,2021-09-22,74545,Denied,Between concern responsibility next know.,POL78264122
CLM59592828,2021-10-06,27042,Pending,Sit sell amount.,POL05660680
CLM78532243,2021-10-29,75458,Denied,Because policy difference see rule window effort.,POL00668082
CLM38840880,2020-04-19,9223,Approved,Road citizen quality group news dark.,POL30815147
CLM06025714,2020-06-03,58113,Pending,Great school president itself theory exactly law.,POL11496462
CLM68378130,2023-04-28,28024,Pending,Wall yes peace economic data central group.,POL30896226
CLM64521971,2021-06-04,15477,Pending,Thought miss production way begin even see worry.,POL31589660
CLM87575913,2021-07-15,70856,Pending,Sing affect item station room main better.,POL37348106
CLM13167551,2024-04-19,96907,Approved,Usually style power successful amount.,POL98380131
CLM96346477,2020-02-28,15674,Pending,Or recognize want those character relationship skill bring.,POL28794187
CLM52278242,2024-04-06,60369,Approved,Tree she stock.,POL52956070
CLM47097959,2022-11-12,86100,Pending,Suggest remember soldier him star voice fly.,POL12475138
CLM71346878,2021-06-04,50379,Pending,Pick matter carry guy.,POL54704012
CLM38093020,2020-03-01,38421,Approved,Fight concern another likely.,POL73582345
CLM34185088,2024-09-02,13314,Pending,Left structure blue people film town stay.,POL75284988
CLM50488712,2024-12-13,51787,Pending,Whose right weight capital.,POL54078734
CLM55470245,2020-09-20,84356,Approved,During memory way picture future now true.,POL37533829
CLM40203701,2021-07-21,23734,Denied,Himself she treat appear professional.,POL63559916
CLM18851801,2022-03-19,88435,Approved,Nation involve simply media method entire.,POL32734237
CLM00279822,2020-09-10,44612,Approved,Beautiful season data use section raise.,POL49763923
CLM91526513,2024-05-03,40737,Denied,This process actually age.,POL67346720
CLM31314377,2024-10-05,30437,Approved,Prevent expect area behavior marriage.,POL04830457
CLM98021991,2021-11-03,95479,Approved,Specific test model late.,POL12961927
CLM76039101,2020-10-11,70193,Pending,Return individual especially.,POL66239036
CLM06534650,2021-07-04,49034,Approved,About sing prepare continue church head capital.,POL83057308
CLM33570420,2021-05-29,37681,Approved,Discussion I within meet amount century.,POL33527199
CLM60754682,2024-07-04,71184,Denied,Seek shoulder use move.,POL31865352
CLM69302213,2024-04-11,44642,Pending,Experience guess feeling economy simply forward.,POL27343652
CLM20187636,2021-12-06,14616,Pending,Rather significant order teach lot central form.,POL03123237
CLM05157992,2024-07-15,79499,Pending,Marriage stage however big.,POL82251135
CLM06239976,2020-07-02,24246,Pending,Nearly model bad different hundred.,POL81985235
CLM87556544,2020-11-13,31097,Denied,Serve since recently from development.,POL77410789
CLM05139468,2021-12-21,51594,Approved,Morning base voice four always prove book.,POL96802208
CLM94613045,2023-03-30,25917,Pending,Feeling machine role.,POL73536906
CLM70357889,2021-05-01,47886,Denied,Response tough your several appear society speak since.,POL89665327
CLM94400597,2023-09-14,21012,Approved,Good student everyone director whose begin paper.,POL51196030
CLM78450145,2022-01-16,95165,Approved,Activity serve treatment its.,POL07540260
CLM39849331,2022-08-14,22915,Denied,Ten listen home provide choose.,POL53973271
CLM30451667,2020-07-28,12878,Denied,Far data method analysis far beautiful evidence customer.,POL80850995
CLM64151327,2022-07-21,81877,Approved,Green my sense race add mention.,POL12087237
CLM12001166,2021-08-05,84572,Approved,Quickly talk two Democrat.,POL36347723
CLM46498356,2024-07-22,5104,Denied,Office owner keep as mean town give.,POL00574978
CLM36156175,2024-07-12,42749,Approved,Across parent young.,POL69652935
CLM78610675,2022-12-21,34711,Approved,Discussion politics less push activity agreement plan.,POL05208106
CLM99090932,2023-05-12,80676,Denied,Even authority should report space quality safe.,POL06543318
CLM83732674,2021-01-04,15983,Denied,Statement dream guy public.,POL91441410
CLM61326988,2022-03-02,59723,Pending,Finish watch sign hold base of glass.,POL90911648
CLM37716376,2022-05-27,34403,Denied,Scene work step be sense story voice attention.,POL50904690
CLM93037025,2020-11-30,78417,Pending,Current issue through white my benefit heavy miss.,POL71218396
CLM94790032,2024-03-19,75845,Pending,Political process write.,POL98213594
CLM39515179,2021-10-31,6360,Approved,Mouth guy much.,POL11423275
CLM48491208,2024-05-19,34836,Denied,Across Mr white or ever care actually country.,POL75362203
CLM93253457,2022-01-13,46224,Approved,Should now oil character.,POL37350059
CLM86954891,2020-08-23,76884,Denied,Home us physical education include.,POL65525755
CLM31532940,2021-06-18,33965,Pending,Rule join although even so because beat quickly.,POL12291756
CLM48768953,2024-01-05,65586,Denied,Ability treatment standard area history.,POL45925285
CLM77932590,2024-02-23,72954,Approved,Buy seem career force friend effect star.,POL72582020
CLM91252581,2020-01-30,9407,Approved,Reality throughout example beyond.,POL56855277
CLM29338664,2021-04-11,82336,Denied,Hear like style now chair class even.,POL74240303
CLM96557578,2023-08-23,25286,Approved,Car find threat final expect.,POL95434233
CLM29725028,2024-05-11,41052,Pending,Report training financial international forward candidate my.,POL19433237
CLM49279203,2024-12-09,60636,Pending,Green say small end himself sell loss.,POL80184579
CLM55815752,2023-09-23,97055,Pending,Marriage camera stop manage increase usually night.,POL42310944
CLM30567520,2023-12-12,82129,Denied,Policy baby inside.,POL42743605
CLM69977996,2020-03-09,73414,Pending,Late those every writer drive usually nothing.,POL49287251
CLM01783450,2021-01-14,46148,Denied,Kitchen eight democratic card relationship list including.,POL22939272
CLM06867931,2024-02-19,37819,Pending,Wear drug family director.,POL41920122
CLM36838130,2020-09-14,7617,Pending,Room current white heavy.,POL76937321
CLM58356767,2021-07-15,70935,Pending,Play middle religious without main heavy become.,POL39030203
CLM81768504,2022-11-07,31288,Denied,Century party also.,POL55938009
CLM19192569,2020-01-13,4068,Pending,Republican throughout main billion drug.,POL30587921
CLM82242944,2023-05-18,42503,Pending,Herself mean throughout support range.,POL31358869
CLM93780931,2020-11-08,95688,Denied,Deal business evening usually most example.,POL82008946
CLM61553323,2024-05-20,19012,Pending,Summer deep group add arrive skill every.,POL55451317
CLM11564647,2022-10-31,19040,Pending,Mention store medical.,POL73068892
CLM02410291,2024-08-06,75083,Approved,Feeling not good task card.,POL87581875
CLM67670316,2023-08-24,21931,Approved,Body risk dinner.,POL52467400
CLM10205358,2024-07-31,38157,Denied,Strategy democratic realize even.,POL59775349
CLM37898724,2022-11-09,56009,Denied,Situation year down position baby eye.,POL95771628
CLM43503728,2023-08-08,56489,Approved,Finally unit decision building simply.,POL88099393
CLM40032592,2020-07-03,10844,Approved,Join TV blue condition improve health.,POL42519290
CLM82625673,2023-05-20,18138,Pending,Brother follow or answer finally enter perhaps those.,POL59147290
CLM74956675,2023-07-22,49130,Denied,Buy piece into usually.,POL83634244
CLM33043291,2023-01-01,34650,Denied,Meeting financial court star account.,POL90601372
CLM34027339,2021-03-30,46785,Approved,Poor high vote feel direction she.,POL75770781
CLM18703150,2024-10-27,35163,Pending,Bill name concern wind old star one.,POL80560091
CLM85678298,2022-08-07,83845,Approved,Research book score per woman year claim surface.,POL91203477
CLM11944959,2021-07-05,13012,Pending,Theory later until free center matter.,POL29271605
CLM75790121,2023-07-03,32979,Approved,Leg thought learn training.,POL66992068
CLM65989918,2023-02-18,28030,Approved,Still power then fall.,POL13020656
CLM30455768,2021-03-22,15574,Denied,Positive should middle.,POL67344222
CLM25054131,2023-06-23,77540,Pending,Follow sure western force dinner include.,POL03068532
CLM55677993,2020-10-26,37863,Denied,Whole choice design born upon enjoy.,POL13957620
CLM87775976,2023-05-12,9001,Pending,And institution between name thing glass.,POL23048183
CLM68363529,2022-01-03,79307,Approved,Bill finally system professor evening wrong.,POL51084784
CLM37722450,2024-02-20,60655,Denied,Effort rest why now treat participant.,POL50111095
CLM13282572,2023-03-30,91671,Approved,Agree place look bit would.,POL39625921
CLM43205705,2022-03-14,30626,Approved,Education meeting carry whose energy.,POL89484652
CLM64479778,2023-04-21,81408,Pending,Spend else coach arm crime.,POL20003518
CLM38364706,2022-10-30,85321,Approved,Seven role again skin enjoy out increase.,POL42141695
CLM82869302,2021-08-18,40672,Approved,Fund next heavy.,POL36866670
CLM22643534,2020-03-06,82535,Approved,Parent tell the take action style air.,POL45394277
CLM32011970,2022-11-22,96226,Approved,Arm certainly picture.,POL52570875
CLM32496474,2023-05-27,73071,Approved,Reveal body here myself since fire least.,POL84960859
CLM52052335,2024-10-01,83839,Approved,Prove we design provide edge five grow.,POL75813186
CLM86859055,2022-10-24,46999,Denied,Have scene side owner.,POL85168651
CLM06153011,2024-10-31,7183,Pending,Find expect tonight respond either she energy heart.,POL89983994
CLM52903295,2022-08-23,93733,Pending,Million expect open popular door traditional.,POL05710643
CLM97620610,2022-05-25,60597,Pending,Beyond again history stock.,POL52520227
CLM71788505,2022-12-18,4885,Approved,Between experience forward enter six door or.,POL22950477
CLM93005800,2023-06-26,32319,Approved,Collection TV pass work class.,POL20003518
CLM95848877,2021-11-28,77172,Pending,Generation write various race bar.,POL25350275
CLM33911324,2022-02-15,14531,Pending,Fly glass table mouth final.,POL45684772
CLM05528897,2021-07-25,29809,Approved,Those bed citizen strategy.,POL42173168
CLM07286311,2022-06-26,88647,Approved,Ground my take market know boy reflect.,POL07109537
CLM89619657,2020-09-28,42838,Pending,National when story good trip state.,POL43533359
CLM86474490,2021-06-01,65857,Pending,Public best lay ok fact.,POL19466046
CLM03618943,2021-03-22,47686,Pending,Mission night common exactly off evening behavior.,POL02082012
CLM77183325,2020-11-18,98100,Denied,Improve discussion check draw watch dark economy yourself.,POL61092074
CLM29381410,2022-11-19,69564,Pending,Tell front form away result how team happen.,POL01930886
CLM06152630,2024-01-30,83933,Approved,Success realize process rate modern.,POL83865881
CLM21926470,2023-04-04,80496,Approved,Attack voice hear research young PM suggest.,POL69636143
CLM73469744,2021-11-05,39889,Pending,Thing candidate sure dog tax.,POL72882206
CLM41334652,2020-04-23,15180,Denied,Tend deep industry believe girl.,POL23175808
CLM61466606,2023-06-11,77442,Denied,Particularly most risk current argue important.,POL74810323
CLM44826496,2021-11-29,73597,Denied,Happy language new not.,POL26288388
CLM15182656,2023-08-16,14933,Pending,Expect fly upon adult.,POL63517748
CLM24835623,2022-06-29,88578,Pending,Nearly four of read can memory close share.,POL42489589
CLM72706367,2024-01-22,17710,Approved,Rule line last quickly into mean available relate.,POL73302546
CLM52605797,2024-07-25,86600,Pending,Song be level wish.,POL61653642
CLM75123642,2022-11-24,21131,Denied,Lawyer performance huge tough step situation response.,POL70638902
CLM21809096,2020-04-24,63541,Pending,Full continue rock generation rest own lot since.,POL68750121
CLM57489924,2023-06-21,58305,Approved,Wall door degree tonight once.,POL22483819
CLM36965035,2022-03-19,80698,Approved,Smile write bill whose.,POL28660902
CLM75162343,2020-04-26,83707,Approved,Single financial modern their heavy rock.,POL74198912
CLM59992069,2021-04-16,84491,Denied,See red off himself list tree price.,POL94633881
CLM86737787,2022-07-29,85777,Denied,Question because floor ground.,POL82098917
CLM78342773,2022-07-31,38663,Denied,Lot minute include difficult against hotel media.,POL27502535
CLM85181157,2020-12-02,58460,Approved,Radio face know bit arm with.,POL66737729
CLM07657122,2021-08-11,24976,Approved,Future toward remain wide painting size we.,POL17760836
CLM67674039,2024-06-26,62323,Approved,Explain future break assume yard not.,POL73129459
CLM96583719,2020-08-20,66706,Approved,Rest pull fish will do.,POL12199855
CLM74804990,2022-06-15,77370,Pending,Notice start lot body federal town guy.,POL11950441
CLM04626566,2024-02-25,8907,Pending,Production drug price throw thing.,POL04079645
CLM81682680,2024-09-26,57798,Denied,Social computer cup father.,POL96157939
CLM03944810,2020-05-22,73907,Approved,Send but according that among eye.,POL81188650
CLM33966753,2024-03-27,24438,Denied,Sign already arm wide guy shoulder act.,POL29044573
CLM45259744,2020-04-17,9607,Approved,General section sort high end performance.,POL56813468
CLM13718852,2020-08-26,21456,Pending,Life by nice.,POL91301507
CLM24711778,2021-01-26,69225,Approved,Catch cold minute customer.,POL45551235
CLM84165958,2024-03-23,38928,Pending,Painting church situation our south whole wish.,POL82675358
CLM66688531,2024-06-05,10298,Pending,Drive real rock language ahead.,POL65805829
CLM71878500,2023-08-22,90125,Approved,Value kitchen boy reason go various away.,POL84399262
CLM72058669,2021-02-07,7770,Pending,List go little free finally.,POL04470175
CLM82693623,2023-03-05,74362,Approved,Identify himself clear take star great.,POL04331178
CLM60171281,2020-02-16,37494,Denied,Standard him again drug crime many program.,POL35480649
CLM85111554,2021-04-06,90541,Pending,Others often place support.,POL05706478
CLM50636641,2020-02-27,45045,Denied,Item center central rock.,POL03121117
CLM70026144,2022-05-18,45627,Denied,Ability serve deep but.,POL68966328
CLM10687857,2021-05-12,62002,Denied,Central message culture bar change.,POL57495535
CLM01484857,2024-03-01,46938,Approved,Note chance there seem include now purpose fish.,POL18209726
CLM40219507,2023-03-22,12184,Denied,Yes big institution sell mission stage boy.,POL80906414
CLM23693706,2023-02-03,47102,Pending,Business those plant.,POL11989725
CLM62507839,2022-02-21,22005,Approved,Ten pressure everybody human wife project.,POL64668667
CLM21442010,2023-12-12,28615,Denied,Course team listen level past.,POL94744561
CLM39403639,2022-09-07,65718,Pending,Look ago common buy.,POL14591104
CLM30914813,2024-10-15,14632,Pending,Fine father save single interesting road.,POL84577702
CLM15168753,2021-03-10,90989,Pending,Everyone available role quality.,POL17820094
CLM17744174,2024-09-08,46165,Pending,Early service letter event lawyer establish sometimes value.,POL15046507
CLM59986452,2022-03-27,33171,Denied,Without could walk subject eight thought positive.,POL10754194
CLM84505303,2023-12-03,20039,Approved,Only speech gas history fish so south.,POL44670716
CLM41010865,2022-08-01,56076,Approved,Student oil admit manage single full.,POL46408344
CLM50884871,2020-06-13,93469,Approved,Forward society yeah throw view service send.,POL99391697
CLM83678912,2021-03-31,16143,Approved,Commercial process court security guess.,POL86559672
CLM86590039,2023-03-17,17122,Approved,Maintain create tough.,POL19976069
CLM85531910,2020-04-21,66090,Pending,Another president north night.,POL01012522
CLM04199966,2023-02-05,12964,Pending,What street see check career experience.,POL66757828
CLM14033568,2024-01-28,91445,Denied,Respond activity parent record sit child.,POL45444901
CLM57750049,2020-10-06,45564,Pending,Expect law speak reduce discuss him.,POL64120908
CLM45215310,2022-12-17,2542,Pending,At anyone wait give mention treat religious society.,POL55586584
CLM39343538,2022-02-23,81091,Approved,Nor fish view provide appear religious religious.,POL99499463
CLM80592890,2023-10-11,1997,Pending,Fly serious leg five.,POL57578050
CLM52206909,2020-01-06,25632,Denied,Center lead wind blue last.,POL58909677
CLM28308141,2022-11-27,71815,Approved,Candidate travel every station.,POL23778009
CLM24425101,2020-05-17,59807,Approved,Police score itself tonight.,POL60891078
CLM06383471,2023-08-12,34054,Approved,Then eight begin several major fine sell.,POL61218156
CLM21307551,2022-08-29,86038,Approved,Sing night various film name whose east.,POL03406980
CLM84433854,2023-12-02,30279,Denied,His collection best control guess another production money.,POL11311249
CLM75456109,2024-03-28,15034,Approved,Left well tough.,POL89719894
CLM97536396,2022-11-08,85289,Denied,Physical everybody season magazine of peace.,POL46550237
CLM35996498,2023-08-10,7294,Pending,Best record actually difference mission behavior power against.,POL07593318
CLM09852398,2023-08-14,87688,Approved,Save fill answer Republican rest trouble Mrs.,POL29207851
CLM24147158,2023-10-23,10957,Pending,Within seat add.,POL22240017
CLM96188524,2023-06-17,56331,Denied,Again buy eat live baby have.,POL36118464
CLM30298088,2022-09-02,20242,Approved,Event modern save answer range.,POL68700634
CLM73339823,2021-06-20,61789,Pending,Lot focus president hope force.,POL29133385
CLM06503654,2021-10-27,13463,Pending,Spend identify test property.,POL97583432
CLM05546730,2021-10-01,3307,Pending,Design middle attack much expert.,POL19709461
CLM84636742,2023-03-25,39905,Pending,Capital south collection land treat line prove.,POL20002970
CLM49114931,2024-11-03,83160,Denied,Usually million evening one.,POL33767169
CLM29764595,2020-07-08,91160,Pending,Themselves term everyone girl feeling certain build.,POL87901300
CLM03219525,2021-09-22,37930,Pending,Company surface word week official high son.,POL56975228
CLM96786536,2020-01-10,30804,Approved,Affect continue lose imagine low sense.,POL23806678
CLM45546302,2021-11-01,46069,Approved,Yard become under here machine image.,POL29424100
CLM97208124,2022-05-18,59877,Approved,Child movement economy this.,POL46902142
CLM39092713,2023-12-02,72432,Approved,Glass range system understand often cultural.,POL83669063
CLM28193501,2024-05-22,92732,Denied,Level nor finish car point measure.,POL99450257
CLM06536157,2024-10-18,5161,Pending,Pm discover plan.,POL21871449
CLM00620631,2023-10-05,63760,Approved,Hope PM game.,POL92941554
CLM78485532,2020-05-05,61699,Approved,At memory election check.,POL46408344
CLM31832167,2020-12-03,27503,Pending,Quickly generation even pressure decision.,POL38638977
CLM16181427,2023-09-02,34047,Pending,Authority success to young drive.,POL03671194
CLM60184420,2024-08-28,38279,Approved,Major resource let model.,POL42993604
CLM19629964,2022-12-16,57058,Denied,Check recognize often.,POL83784659
CLM65443433,2023-05-03,73917,Denied,Tell course visit threat energy light.,POL52570875
CLM52913203,2022-05-01,46478,Pending,Development since specific source fill pick away.,POL13029856
CLM65099698,2024-11-02,8550,Pending,Bill per try song view sing a.,POL75843997
CLM51308761,2022-10-06,46334,Denied,Let particular include leg hundred service dinner allow.,POL20706206
CLM12788279,2023-01-14,65943,Denied,Half draw board personal just truth world.,POL86778558
CLM39847691,2021-05-18,67168,Approved,Husband article his compare official beat purpose.,POL77005000
CLM18529797,2023-10-10,14563,Approved,Another bring system program.,POL13287986
CLM87929208,2022-05-17,94823,Denied,Himself maintain think tend thank my owner.,POL96221318
CLM71639348,2023-02-23,73276,Approved,Site himself possible.,POL16238853
CLM86911328,2022-05-24,67305,Approved,Daughter effect institution simply option.,POL45492411
CLM63285748,2020-05-05,92975,Denied,Serious she court second.,POL18952128
CLM34760915,2023-12-13,65947,Approved,Nor another get event.,POL79694527
CLM38090803,2020-01-31,54392,Denied,Stuff senior way natural decade most partner.,POL83094866
CLM11000258,2024-06-11,35610,Denied,Area sure ball be tough.,POL75796752
CLM38718349,2023-05-20,65488,Denied,Reveal push measure.,POL43678761
CLM96228210,2023-04-04,65361,Denied,Today nation value hold home like late.,POL40620647
CLM29967736,2021-07-22,13397,Denied,Herself tonight free drop never.,POL34826521
CLM18673281,2020-03-22,2779,Approved,Act hand civil.,POL90750748
CLM60534815,2020-01-27,80721,Approved,Stop a issue leg music any.,POL06413142
CLM50419232,2022-07-16,3053,Denied,Hotel across tell.,POL30306030
CLM23789129,2024-02-24,46035,Pending,Though likely know.,POL10285665
CLM49038028,2022-12-29,12216,Approved,Together light opportunity go along including street enjoy.,POL24523489
CLM91261678,2021-12-26,43547,Denied,Long those source require character subject.,POL75124979
CLM47111033,2021-09-02,42969,Pending,Sometimes though health point group about least community.,POL07383816
CLM93207324,2023-01-31,74553,Approved,Up travel available table.,POL79306031
CLM07375787,2024-02-20,49771,Approved,Serious child successful individual risk power prove.,POL84123482
CLM63763979,2020-05-13,94026,Approved,Street possible feeling hundred enough world.,POL06079689
CLM11120063,2023-02-21,21490,Denied,Conference stage rule necessary.,POL53289086
CLM70862391,2021-10-31,4728,Approved,Manager history sport experience.,POL41393239
CLM93454692,2023-09-01,45083,Denied,Manager memory something care community.,POL25507617
CLM48358692,2020-05-02,86181,Denied,Direction professor animal tree his buy mission.,POL10009883
CLM42587358,2022-11-18,52749,Approved,Old son really four race out skin.,POL82251135
CLM68926796,2020-06-29,19097,Approved,Answer rate miss decide center fish condition.,POL27799003
CLM52538396,2023-02-04,62367,Approved,Draw thought situation weight.,POL22522651
CLM81385867,2021-09-07,21437,Pending,Sort off executive maintain seven alone picture.,POL22950477
CLM86072665,2022-05-26,29424,Approved,Final big necessary color tell chance he.,POL52508066
CLM05483521,2022-03-19,41061,Approved,Sport sense civil at.,POL38108331
CLM30571804,2024-05-21,31522,Pending,Authority language wall out seek.,POL83180602
CLM15578728,2024-04-09,70095,Denied,Other represent community maybe major these.,POL85437892
CLM33537766,2021-02-26,8926,Denied,Yes treat environment network food unit federal.,POL19720600
CLM15955912,2020-05-20,40008,Pending,Wide person skin national last necessary.,POL37906683
CLM34870973,2020-01-25,66951,Pending,Situation much my society.,POL29336617
CLM68969706,2022-07-18,56344,Approved,Practice attorney school him catch rather until western.,POL44308362
CLM57306221,2021-01-20,65709,Approved,Our let professor fill interest lay.,POL28573734
CLM66524193,2020-12-17,47801,Pending,Purpose top raise hit.,POL66215442
CLM62044357,2024-01-21,15691,Pending,Increase analysis book.,POL29207038
CLM30655720,2020-07-20,98185,Denied,Point radio mean enough himself large memory order.,POL74295287
CLM92342523,2022-05-17,90582,Pending,Mr success nothing camera part adult.,POL45378265
CLM07317564,2022-05-19,10594,Pending,Thus everyone partner.,POL10148217
CLM55224820,2024-11-02,15565,Approved,East car who central condition finally find.,POL96461175
CLM56357023,2021-06-25,30884,Pending,Responsibility turn fine friend produce when main conference.,POL22858712
CLM53049874,2022-06-29,43699,Denied,Heart describe after rest admit prevent dog.,POL02082012
CLM97960843,2020-02-09,37973,Denied,School number along red admit actually then senior.,POL44229118
CLM85597628,2023-08-04,50775,Pending,Would dark together adult successful city activity.,POL88770224
CLM38635443,2022-01-25,39233,Pending,Others color receive example kind upon.,POL53804570
CLM95912348,2020-05-21,71530,Pending,Sometimes expert seek.,POL77188684
CLM40758061,2023-08-07,27608,Pending,Early drop there inside.,POL84758742
CLM13721888,2022-04-27,22528,Pending,Age expert modern foot sister project.,POL98886602
CLM02733997,2024-08-03,91851,Denied,Sometimes two we.,POL11826796
CLM87704755,2023-11-30,99736,Denied,Window leader stand but moment how.,POL44866114
CLM38946040,2022-01-02,25385,Approved,Sort common little next fact focus analysis.,POL51974701
CLM46376957,2022-11-14,56447,Approved,Language ten history part can west their.,POL38068729
CLM15355657,2022-04-27,17107,Pending,By my general find interesting.,POL99353162
CLM57569717,2020-10-28,3700,Denied,Provide future agency ground economic relationship.,POL36469659
CLM62245559,2024-08-28,34365,Approved,Land PM six tell institution reveal.,POL81088577
CLM84591186,2020-07-15,95483,Pending,Social picture talk perhaps about concern little.,POL03458249
CLM53912317,2024-05-14,36082,Pending,Me sometimes particular similar summer.,POL80243526
CLM01143228,2023-01-28,53753,Denied,Whatever move up.,POL74198912
CLM95202017,2021-02-08,94094,Approved,Goal yet large off foot little.,POL83922217
CLM64618516,2024-11-20,62397,Approved,Heavy college federal occur call.,POL33528645
CLM52920932,2020-08-16,17644,Denied,Determine Mr bag the about.,POL92999675
CLM17337707,2022-03-30,2066,Denied,Picture from anyone turn team bed address.,POL23175808
CLM80421857,2020-05-01,36779,Pending,Especially sound gun discuss city.,POL97704616
